queue_rank,priority_band,strategy_id,strategy_support_level,strategy_role,robustness_requirement,requirement_priority,action_class,dependency_type,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,robustness_hardening_status,blocking_gap,required_next_evidence,robustness_evidence_summary,registered_for_phase13_proxy,proxy_run_rows,initial_engineering_seeds_run,required_full_validation_seeds,execution_profiles_evaluated,all_execution_profiles_positive,passed_negative_control_rows,interpretable_negative_control_rows,parameter_sets_run,parameter_sets_planned,walk_forward_windows_run,walk_forward_windows_planned,holdout_generator_profiles_present_in_proxy,planned_registry_rows,acceptance_ready_now,evidence_source
36,P4,S05,runnable_proxy,filter,registered_for_alpha_parameter_proxy_grid,1,strategy_registry_support_closure,phase13_strategy_registry_and_parameter_grid,strategy registered in Phase 13 proxy experiment grid,True,registered_proxy,True,True,acceptance_met,,Register strategy in the applicable alpha-parameter experiment grid or classify it as non-alpha/risk-only before robustness acceptance.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/3,True,36,9,30,3,False,0,0,1,3,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
36,P4,S05,runnable_proxy,filter,full_validation_seed_coverage,2,full_seed_execution,registered_full_validation_seed_plan,30 required full-validation seeds,9 initial-engineering proxy seeds,initial_engineering_seed_proxy_only,True,False,proxy_evidence_needs_acceptance_upgrade,Only initial-engineering seed proxy coverage is complete; full required-seed execution is missing.,Execute all required full-validation seeds from outputs/phase13/seed_plan.csv.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/3,True,36,9,30,3,False,0,0,1,3,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
36,P4,S05,runnable_proxy,filter,execution_profile_robustness,3,execution_profile_robustness_validation,deployable_and_stressed_execution_profiles,all deployable/stress execution profiles positive and evaluated,3 profiles; all_profiles_positive=False,multi_profile_proxy_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Current multi-profile proxy does not show positive results across all execution profiles.,Run full strategy registry across deployable and stressed execution profiles with acceptance-grade fills/costs.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/3,True,36,9,30,3,False,0,0,1,3,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
36,P4,S05,runnable_proxy,filter,negative_control_rejection,4,negative_control_validation,mandatory_negative_control_experiments,all interpretable negative controls rejected or degraded,0/27 negative-control rows passed proxy criterion,proxy_negative_controls_available,True,False,proxy_evidence_needs_acceptance_upgrade,Negative-control evidence is proxy-only or incomplete.,Run mandatory negative controls under full experiment execution and require rejection/degradation before promotion.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/3,True,36,9,30,3,False,0,0,1,3,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
36,P4,S05,runnable_proxy,filter,parameter_neighborhood_smoothness,5,parameter_smoothness_validation,parameter_neighborhood_grid_execution,3 predeclared parameter sets evaluated smoothly,1 parameter set(s) run,design_available_single_parameter_proxy_run,True,False,proxy_evidence_needs_acceptance_upgrade,Only one/sparse parameter-set proxy evidence exists; parameter-neighborhood smoothness is missing.,Execute the full predeclared parameter grid and summarize neighborhood smoothness without final-test reuse.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/3,True,36,9,30,3,False,0,0,1,3,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
36,P4,S05,runnable_proxy,filter,walk_forward_coverage,6,walk_forward_execution,walk_forward_fold_execution,48 walk-forward windows run,0 walk-forward windows run,design_available_not_run,True,False,proxy_evidence_needs_acceptance_upgrade,Walk-forward design exists but no walk-forward windows have been executed.,Execute registered walk-forward windows and preserve train/test leakage checks.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/3,True,36,9,30,3,False,0,0,1,3,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
36,P4,S05,runnable_proxy,filter,holdout_generator_strategy_rerun,7,holdout_generator_strategy_rerun,untouched_holdout_generator_outputs,holdout-generator profiles rerun as strategy evidence,2 holdout profiles present as proxy,holdout_profiles_present_as_proxy_not_rerun_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Holdout-generator profiles exist as realism/proxy evidence but strategy reruns are not acceptance-grade.,Run strategies on holdout-generator outputs and compare against calibration/development results.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/3,True,36,9,30,3,False,0,0,1,3,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
36,P4,S05,runnable_proxy,filter,real_data_rerun,8,real_data_robustness_rerun,multi_day_real_data_rerun,multi-day real-data rerun evidence available,not_available_one_day_seed_only,not_available_one_day_seed_only,False,False,missing_required_acceptance_evidence,Current evidence is one-day seed/synthetic only; multi-day real rerun is missing.,"Collect and run multiple real market days, then compare stability against synthetic scenarios.",registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/3,True,36,9,30,3,False,0,0,1,3,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
37,P4,S07,runnable_proxy,priority,registered_for_alpha_parameter_proxy_grid,1,strategy_registry_support_closure,phase13_strategy_registry_and_parameter_grid,strategy registered in Phase 13 proxy experiment grid,True,registered_proxy,True,True,acceptance_met,,Register strategy in the applicable alpha-parameter experiment grid or classify it as non-alpha/risk-only before robustness acceptance.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/4,True,36,9,30,3,False,0,0,1,4,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
37,P4,S07,runnable_proxy,priority,full_validation_seed_coverage,2,full_seed_execution,registered_full_validation_seed_plan,30 required full-validation seeds,9 initial-engineering proxy seeds,initial_engineering_seed_proxy_only,True,False,proxy_evidence_needs_acceptance_upgrade,Only initial-engineering seed proxy coverage is complete; full required-seed execution is missing.,Execute all required full-validation seeds from outputs/phase13/seed_plan.csv.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/4,True,36,9,30,3,False,0,0,1,4,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
37,P4,S07,runnable_proxy,priority,execution_profile_robustness,3,execution_profile_robustness_validation,deployable_and_stressed_execution_profiles,all deployable/stress execution profiles positive and evaluated,3 profiles; all_profiles_positive=False,multi_profile_proxy_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Current multi-profile proxy does not show positive results across all execution profiles.,Run full strategy registry across deployable and stressed execution profiles with acceptance-grade fills/costs.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/4,True,36,9,30,3,False,0,0,1,4,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
37,P4,S07,runnable_proxy,priority,negative_control_rejection,4,negative_control_validation,mandatory_negative_control_experiments,all interpretable negative controls rejected or degraded,0/27 negative-control rows passed proxy criterion,proxy_negative_controls_available,True,False,proxy_evidence_needs_acceptance_upgrade,Negative-control evidence is proxy-only or incomplete.,Run mandatory negative controls under full experiment execution and require rejection/degradation before promotion.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/4,True,36,9,30,3,False,0,0,1,4,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
37,P4,S07,runnable_proxy,priority,parameter_neighborhood_smoothness,5,parameter_smoothness_validation,parameter_neighborhood_grid_execution,4 predeclared parameter sets evaluated smoothly,1 parameter set(s) run,design_available_single_parameter_proxy_run,True,False,proxy_evidence_needs_acceptance_upgrade,Only one/sparse parameter-set proxy evidence exists; parameter-neighborhood smoothness is missing.,Execute the full predeclared parameter grid and summarize neighborhood smoothness without final-test reuse.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/4,True,36,9,30,3,False,0,0,1,4,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
37,P4,S07,runnable_proxy,priority,walk_forward_coverage,6,walk_forward_execution,walk_forward_fold_execution,48 walk-forward windows run,0 walk-forward windows run,design_available_not_run,True,False,proxy_evidence_needs_acceptance_upgrade,Walk-forward design exists but no walk-forward windows have been executed.,Execute registered walk-forward windows and preserve train/test leakage checks.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/4,True,36,9,30,3,False,0,0,1,4,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
37,P4,S07,runnable_proxy,priority,holdout_generator_strategy_rerun,7,holdout_generator_strategy_rerun,untouched_holdout_generator_outputs,holdout-generator profiles rerun as strategy evidence,2 holdout profiles present as proxy,holdout_profiles_present_as_proxy_not_rerun_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Holdout-generator profiles exist as realism/proxy evidence but strategy reruns are not acceptance-grade.,Run strategies on holdout-generator outputs and compare against calibration/development results.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/4,True,36,9,30,3,False,0,0,1,4,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
37,P4,S07,runnable_proxy,priority,real_data_rerun,8,real_data_robustness_rerun,multi_day_real_data_rerun,multi-day real-data rerun evidence available,not_available_one_day_seed_only,not_available_one_day_seed_only,False,False,missing_required_acceptance_evidence,Current evidence is one-day seed/synthetic only; multi-day real rerun is missing.,"Collect and run multiple real market days, then compare stability against synthetic scenarios.",registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/4,True,36,9,30,3,False,0,0,1,4,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
38,P4,S09,runnable_proxy,benchmark,registered_for_alpha_parameter_proxy_grid,1,strategy_registry_support_closure,phase13_strategy_registry_and_parameter_grid,strategy registered in Phase 13 proxy experiment grid,True,registered_proxy,True,True,acceptance_met,,Register strategy in the applicable alpha-parameter experiment grid or classify it as non-alpha/risk-only before robustness acceptance.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/9,True,36,9,30,3,False,0,0,1,9,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
38,P4,S09,runnable_proxy,benchmark,full_validation_seed_coverage,2,full_seed_execution,registered_full_validation_seed_plan,30 required full-validation seeds,9 initial-engineering proxy seeds,initial_engineering_seed_proxy_only,True,False,proxy_evidence_needs_acceptance_upgrade,Only initial-engineering seed proxy coverage is complete; full required-seed execution is missing.,Execute all required full-validation seeds from outputs/phase13/seed_plan.csv.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/9,True,36,9,30,3,False,0,0,1,9,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
38,P4,S09,runnable_proxy,benchmark,execution_profile_robustness,3,execution_profile_robustness_validation,deployable_and_stressed_execution_profiles,all deployable/stress execution profiles positive and evaluated,3 profiles; all_profiles_positive=False,multi_profile_proxy_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Current multi-profile proxy does not show positive results across all execution profiles.,Run full strategy registry across deployable and stressed execution profiles with acceptance-grade fills/costs.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/9,True,36,9,30,3,False,0,0,1,9,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
38,P4,S09,runnable_proxy,benchmark,negative_control_rejection,4,negative_control_validation,mandatory_negative_control_experiments,all interpretable negative controls rejected or degraded,0/27 negative-control rows passed proxy criterion,proxy_negative_controls_available,True,False,proxy_evidence_needs_acceptance_upgrade,Negative-control evidence is proxy-only or incomplete.,Run mandatory negative controls under full experiment execution and require rejection/degradation before promotion.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/9,True,36,9,30,3,False,0,0,1,9,0,48,2,36.0,False,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
