queue_rank,priority_band,strategy_id,strategy_support_level,strategy_role,risk_requirement,requirement_priority,action_class,dependency_type,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,risk_hardening_status,blocking_gap,required_next_evidence,risk_evidence_summary,risk_breach_rows,high_proxy_breach_rows,proxy_risk_pass_candidate_rows,current_proxy_limit_pass_rows,any_limit_pass_rows,high_risk_limit_rows,max_breach_day_fraction,max_risk_severity_score,max_risk_limit_severity_score,acceptance_ready_now,evidence_source
2,P1,S02,runnable_proxy,priority,strategy_full_run_coverage,3,acceptance_run_coverage,internal_full_run_event_lifecycle_engine,strategy has lifecycle risk rows across deployable profiles and all fill models,9 lifecycle rows; profiles=3; fill_models=3; support_level=runnable_proxy,proxy_full_run_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=1,9.0,9.0,0.0,0.0,1.0,32.0,1.0,441.8491720796121,1113.8758318258156,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
2,P1,S02,runnable_proxy,priority,daily_equity_curve_and_halt_coverage,4,risk_state_persistence,internal_full_run_event_lifecycle_engine,"daily equity curves, halt state and loss-limit state for every traded day",567 daily rows over up to 63 trade dates,proxy_daily_risk_state_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Daily risk state exists only as simulated proxy rows and has not been reconciled to actual order/fill state.,"Persist acceptance-run daily equity curves, halt decisions and resumed/blocked trading state from the event lifecycle engine.",breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=1,9.0,9.0,0.0,0.0,1.0,32.0,1.0,441.8491720796121,1113.8758318258156,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
2,P1,S02,runnable_proxy,priority,daily_loss_limit_validation,5,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,no acceptance-run daily-loss breach or unhandled halt under current limits,9 severity rows; current_limit_pass_rows=0,proxy_daily_loss_summary_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=1,9.0,9.0,0.0,0.0,1.0,32.0,1.0,441.8491720796121,1113.8758318258156,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
2,P1,S02,runnable_proxy,priority,drawdown_breach_validation,6,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,no acceptance-run drawdown breach under current limits,9 severity rows; high_severity_rows=9,proxy_drawdown_breach_summary_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=1,9.0,9.0,0.0,0.0,1.0,32.0,1.0,441.8491720796121,1113.8758318258156,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
2,P1,S02,runnable_proxy,priority,position_limit_validation,7,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,no acceptance-run position-limit breach under current limits,9 severity rows; current_limit_pass_rows=0,proxy_position_limit_summary_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=1,9.0,9.0,0.0,0.0,1.0,32.0,1.0,441.8491720796121,1113.8758318258156,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
2,P1,S02,runnable_proxy,priority,tail_loss_validation,8,tail_risk_validation,internal_tail_risk_replay_plus_acceptance_thresholds,1pct tail trade loss within current limit and no tail breach under current profile,36 sensitivity rows; all_profile_pass_rows=1; high_limit_rows=32,proxy_tail_loss_sensitivity_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=1,9.0,9.0,0.0,0.0,1.0,32.0,1.0,441.8491720796121,1113.8758318258156,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
3,P1,S05,runnable_proxy,filter,broker_exchange_fill_provenance,1,broker_or_exchange_reconciliation,external_broker_or_exchange_records,"order, arrival, partial-fill, rejection and cancel lineage reconciled to broker/exchange evidence where available",not available in current Phase 12 proxy,missing_broker_exchange_fill_provenance,False,False,missing_required_acceptance_evidence,"The current run has no broker/exchange fill, rejection, queue or contract-note provenance.",Capture or import broker/exchange order/fill events and reconcile lifecycle states to those records where available.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,36.0,1.0,1110.6195654664766,3453.6681035854776,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
3,P1,S05,runnable_proxy,filter,contract_note_and_cost_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,costs and realized P&L reconcile to broker contract notes or documented no-note synthetic acceptance substitute,Zerodha formula applied; contract-note reconciliation not available,proxy_formula_available_contract_note_missing,False,False,missing_required_acceptance_evidence,"Zerodha rupee order formulas are applied, but broker contract notes and actual fills are missing.",Reconcile charges and realized P&L to broker contract notes or a documented acceptance substitute for synthetic-only runs.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,36.0,1.0,1110.6195654664766,3453.6681035854776,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
3,P1,S05,runnable_proxy,filter,strategy_full_run_coverage,3,acceptance_run_coverage,internal_full_run_event_lifecycle_engine,strategy has lifecycle risk rows across deployable profiles and all fill models,9 lifecycle rows; profiles=3; fill_models=3; support_level=runnable_proxy,proxy_full_run_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,36.0,1.0,1110.6195654664766,3453.6681035854776,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
3,P1,S05,runnable_proxy,filter,daily_equity_curve_and_halt_coverage,4,risk_state_persistence,internal_full_run_event_lifecycle_engine,"daily equity curves, halt state and loss-limit state for every traded day",567 daily rows over up to 63 trade dates,proxy_daily_risk_state_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Daily risk state exists only as simulated proxy rows and has not been reconciled to actual order/fill state.,"Persist acceptance-run daily equity curves, halt decisions and resumed/blocked trading state from the event lifecycle engine.",breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,36.0,1.0,1110.6195654664766,3453.6681035854776,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
3,P1,S05,runnable_proxy,filter,daily_loss_limit_validation,5,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,no acceptance-run daily-loss breach or unhandled halt under current limits,9 severity rows; current_limit_pass_rows=0,proxy_daily_loss_summary_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Daily-loss and halt checks are proxy diagnostics and do not prove deployable halt enforcement.,"Validate daily loss, stop-trading and re-entry behavior from acceptance lifecycle state.",breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,36.0,1.0,1110.6195654664766,3453.6681035854776,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
3,P1,S05,runnable_proxy,filter,drawdown_breach_validation,6,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,no acceptance-run drawdown breach under current limits,9 severity rows; high_severity_rows=9,proxy_drawdown_breach_summary_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Drawdown summaries are proxy diagnostics and include high-severity rows; no broker/exchange-confirmed drawdown validation exists.,Validate drawdown on acceptance-run equity curves with actual/generated fill provenance and current capital limits.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,36.0,1.0,1110.6195654664766,3453.6681035854776,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
3,P1,S05,runnable_proxy,filter,position_limit_validation,7,guardrail_validation,internal_guardrail_replay_plus_acceptance_thresholds,no acceptance-run position-limit breach under current limits,9 severity rows; current_limit_pass_rows=0,proxy_position_limit_summary_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Position exposure is inferred from proxy signal/fill rows and does not prove enforceable position-limit behavior.,Run position-state accounting through the lifecycle engine and verify no limit breach before promotion.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,36.0,1.0,1110.6195654664766,3453.6681035854776,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
3,P1,S05,runnable_proxy,filter,tail_loss_validation,8,tail_risk_validation,internal_tail_risk_replay_plus_acceptance_thresholds,1pct tail trade loss within current limit and no tail breach under current profile,36 sensitivity rows; all_profile_pass_rows=0; high_limit_rows=36,proxy_tail_loss_sensitivity_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Tail-loss sensitivity is proxy-only and does not prove acceptance-grade tail behavior under broker/exchange fills.,Compute tail-loss distribution from acceptance lifecycle fills and current/strict limit profiles.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,36.0,1.0,1110.6195654664766,3453.6681035854776,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
4,P1,S07,runnable_proxy,priority,broker_exchange_fill_provenance,1,broker_or_exchange_reconciliation,external_broker_or_exchange_records,"order, arrival, partial-fill, rejection and cancel lineage reconciled to broker/exchange evidence where available",not available in current Phase 12 proxy,missing_broker_exchange_fill_provenance,False,False,missing_required_acceptance_evidence,"The current run has no broker/exchange fill, rejection, queue or contract-note provenance.",Capture or import broker/exchange order/fill events and reconcile lifecycle states to those records where available.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,32.0,0.9830508474576272,504.7334906391204,1378.355514472666,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
4,P1,S07,runnable_proxy,priority,contract_note_and_cost_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,costs and realized P&L reconcile to broker contract notes or documented no-note synthetic acceptance substitute,Zerodha formula applied; contract-note reconciliation not available,proxy_formula_available_contract_note_missing,False,False,missing_required_acceptance_evidence,"Zerodha rupee order formulas are applied, but broker contract notes and actual fills are missing.",Reconcile charges and realized P&L to broker contract notes or a documented acceptance substitute for synthetic-only runs.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,32.0,0.9830508474576272,504.7334906391204,1378.355514472666,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
4,P1,S07,runnable_proxy,priority,strategy_full_run_coverage,3,acceptance_run_coverage,internal_full_run_event_lifecycle_engine,strategy has lifecycle risk rows across deployable profiles and all fill models,9 lifecycle rows; profiles=3; fill_models=3; support_level=runnable_proxy,proxy_full_run_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Current coverage is synthetic 5-minute marketable proxy evidence, not broker/exchange-confirmed acceptance evidence.",Run the full event/tick lifecycle engine for every supported strategy/profile/fill model with preserved order and fill lineage.,breach_rows=9; high_breach_rows=9; proxy_pass_rows=0; current_limit_pass_rows=0; any_limit_pass_rows=0,9.0,9.0,0.0,0.0,0.0,32.0,0.9830508474576272,504.7334906391204,1378.355514472666,False,outputs/phase12/full_run_lifecycle_risk_summary.csv; outputs/phase12/full_run_lifecycle_daily_risk_summary.csv; outputs/phase12/full_run_lifecycle_risk_breach_severity.csv; outputs/phase12/full_run_lifecycle_risk_limit_sensitivity.csv; outputs/phase12_order_lifecycle/risk_control_summary.csv
